ST,Year,Paid Licenses Holders,Resident Licenses,Non-Resident Licenses,Total Licenses,Gross Cost
WA,1986,271016.00,628113.00,4336.00,632449.00,9867412.00
WA,1987,267713.00,657792.00,4662.00,662454.00,10179114.00
WA,1988,264535.00,647305.00,4692.00,651997.00,10316681.00
WA,1989,259176.00,640464.00,5109.00,645573.00,10001535.00
WA,1990,268653.00,655923.00,4654.00,660577.00,10291854.00
WA,1991,276409.00,674005.00,6004.00,680009.00,10656784.00
WA,1992,265668.00,652963.00,5907.00,658870.00,12358634.00
WA,1993,280981.00,688317.00,6924.00,695241.00,13279050.00
WA,1994,270286.00,660588.00,7057.00,667645.00,12875561.00
WA,1995,305502.00,769957.00,7850.00,777807.00,15080717.00
WA,1996,252933.00,634527.00,7489.00,642016.00,12397853.00
WA,1997,235477.00,594089.00,7452.00,601541.00,11512596.00
WA,1998,219483.00,583471.00,4274.00,587745.00,10507505.00
WA,1999,286188.00,737516.00,6865.00,744381.00,11535863.00
WA,2000,214969.00,413060.00,4390.00,417450.00,13988504.00
WA,2001,213276.00,348378.00,4517.00,352895.00,14371888.00
WA,2002,198162.00,780794.00,10718.00,791512.00,11582084.00
WA,2003,194308.00,871538.00,12078.00,883616.00,12197388.51
WA,2004,198162.00,780794.00,10718.00,791512.00,11582083.70
WA,2005,194308.00,871538.00,12078.00,883616.00,12197388.51
WA,2006,193046.00,890629.00,11856.00,902485.00,12284591.13
WA,2007,197135.00,918096.00,11520.00,929616.00,12663409.95
WA,2008,197215.00,807264.00,30474.00,837738.00,12523031.00
WA,2009,197260.00,771360.00,10649.00,782009.00,12805494.00
WA,2010,209050.00,753609.00,9562.00,763171.00,12665937.00
WA,2011,196276.00,765797.00,9231.00,775028.00,13972402.00
WA,2012,194272.00,759961.00,10245.00,770206.00,15107708.00
WA,2013,188081.00,729150.00,9235.00,738385.00,14536667.00
WA,2014,180411.00,657978.00,8700.00,666678.00,15731394.00
WA,2015,180829.00,667044.00,8981.00,676025.00,16457582.00
WA,2016,182251.00,664818.00,9378.00,674196.00,16470521.00
WA,2017,182149.00,675349.00,9817.00,685166.00,16814414.00
WA,2018,183063.00,681049.00,10683.00,691732.00,17191859.00
WA,2019,179316.00,702296.00,9506.00,711802.00,17232991.00
WA,2020,174660.00,673942.00,11838.00,685780.00,17068229.00
WA,2021,171940.00,688501.00,13365.00,701866.00,17068601.00
WI,1970,247531.00,226873.00,20758.00,247631.00,1027759.00
WI,1971,258279.00,234277.00,24102.00,258379.00,1108037.00
WI,1972,259832.00,239101.00,20831.00,259932.00,1240121.00
WI,1973,256051.00,232404.00,23747.00,256151.00,1832399.00
WI,1974,275918.00,247815.00,28756.00,276571.00,2061219.00
WI,1975,288521.00,386728.00,44595.00,431323.00,2240629.00
WI,1976,301319.00,399139.00,49189.00,448328.00,2348801.00
WI,1977,308130.00,420003.00,53233.00,473236.00,2473044.00
WI,1978,316665.00,422838.00,58911.00,481749.00,2568118.00
WI,1979,310434.00,412629.00,58649.00,471278.00,3110902.00
WI,1980,314664.00,426121.00,61440.00,487561.00,3246820.00
WI,1981,321890.00,433353.00,65323.00,498676.00,3355075.00
WI,1982,331182.00,450878.00,65166.00,516044.00,3741280.00
WI,1983,336676.00,457127.00,69677.00,526804.00,4524615.00
WI,1984,328432.00,461303.00,69599.00,530902.00,4629644.00
WI,1985,319659.00,486136.00,75030.00,561166.00,5179180.00
WI,1986,311696.00,468200.00,79540.00,547740.00,5162347.00
WI,1987,317404.00,482280.00,88178.00,570458.00,5601194.00
WI,1988,306486.00,494197.00,80995.00,575192.00,6472798.00
WI,1989,306463.00,507066.00,84020.00,591086.00,6626549.00
WI,1990,272985.00,608649.00,161909.00,770558.00,8782372.00
WI,1991,265122.00,717710.00,165637.00,883347.00,7912385.00
WI,1992,281506.00,656712.00,184313.00,841025.00,9530208.00
WI,1993,282507.00,645298.00,179632.00,824930.00,9321691.00
WI,1994,282507.00,645298.00,179632.00,824930.00,9321691.00
WI,1995,279891.00,609937.00,172697.00,782634.00,8777245.00
WI,1996,277978.00,234314.00,43664.00,277978.00,8656379.00
WI,1997,279245.00,236331.00,42914.00,279245.00,8719070.00
WI,1998,276053.00,233909.00,42144.00,276053.00,10597323.00
WI,1999,282195.00,238434.00,43761.00,282195.00,10533628.00
WI,2000,276566.00,233243.00,43323.00,276566.00,10426126.00
WI,2001,276242.00,623197.00,188236.00,811433.00,10759575.00
WI,2002,288098.00,656091.00,174657.00,830748.00,11058550.00
WI,2003,716200.00,2584071.00,133806.00,2717877.00,32848828.00
WI,2004,689099.00,2472489.00,127017.00,2599506.00,31476990.00
WI,2005,716200.00,2584071.00,133806.00,2717877.00,32848828.00
WI,2006,722803.00,2884857.00,145752.00,3030609.00,35768454.00
WI,2007,713610.00,2995106.00,148124.00,3143230.00,37803913.00
WI,2008,721851.00,2918716.00,153720.00,3072436.00,39893420.00
WI,2009,721851.00,2918716.00,153720.00,3072436.00,39893420.00
WI,2010,721399.00,2740233.00,147648.00,2887881.00,39526225.00
WI,2011,716504.00,2821750.00,150322.00,2972072.00,39367383.00
WI,2012,718261.00,2887603.00,153481.00,3041084.00,39865361.00
WI,2013,704357.00,2795847.00,145702.00,2941549.00,38457001.00
WI,2014,704372.00,2736588.00,143682.00,2880270.00,37480065.00
WI,2015,717381.00,2817491.00,150850.00,2968341.00,37705555.00
WI,2016,719110.00,2789770.00,151469.00,2941239.00,37297741.00
WI,2017,700843.00,2695812.00,140891.00,2836703.00,36257739.00
WI,2018,706400.00,2716899.00,146777.00,2863676.00,41381372.00
WI,2019,692209.00,418349.00,1294207.00,1712556.00,38657657.00
WI,2020,680733.00,3913818.00,229066.00,4142884.00,40940312.00
WI,2021,666670.00,3965367.00,236639.00,4202006.00,36411664.00
WV,1970,629445.00,812248.00,25109.00,837357.00,4869833.00
WV,1971,634992.00,767772.00,27604.00,795376.00,4821038.00
WV,1972,632944.00,773854.00,32787.00,806641.00,5052125.00
WV,1973,633831.00,800002.00,30279.00,830281.00,5022457.00
WV,1974,650028.00,839563.00,15658.00,855221.00,6470425.00
WV,1975,727012.00,945293.00,17661.00,962954.00,7204116.00
WV,1976,707287.00,991748.00,19349.00,1011097.00,7594693.00
WV,1977,702351.00,990857.00,21051.00,1011908.00,7683910.00
WV,1978,739126.00,1031517.00,24270.00,1055787.00,8191728.00
WV,1979,756256.00,1201188.00,28048.00,1229236.00,9005704.00
WV,1980,713152.00,1116755.00,21707.00,1138462.00,11234822.00
WV,1981,735853.00,1177823.00,23740.00,1201563.00,11526928.00
WV,1982,756005.00,1223179.00,25692.00,1248871.00,13217553.00
WV,1983,756761.00,1237363.00,26325.00,1263688.00,13339077.00
WV,1984,710986.00,1254229.00,27416.00,1281645.00,13472224.00
WV,1985,722498.00,1481762.00,29119.00,1510881.00,15383100.00
WV,1986,734984.00,1395780.00,31662.00,1427442.00,16647900.00
WV,1987,737019.00,1359807.00,35233.00,1395040.00,16927650.00
WV,1988,737306.00,1392250.00,36056.00,1428306.00,19975261.00
WV,1989,729668.00,1391359.00,36848.00,1428207.00,19892920.00
WV,1990,741188.00,1478314.00,39530.00,1517844.00,20402691.00
WV,1991,771553.00,1703207.00,45330.00,1748537.00,21465291.00
WV,1992,773759.00,1791461.00,50368.00,1841829.00,28237115.00
WV,1993,798843.00,1817589.00,47843.00,1865432.00,28872245.00
WV,1994,773261.00,1689583.00,39230.00,1728813.00,26494664.00
WV,1995,784003.00,1770282.00,43814.00,1814096.00,28528251.00
WV,1996,813111.00,1994660.00,59150.00,2053810.00,31643216.00
WV,1997,739345.00,1880495.00,46719.00,1927214.00,30283876.00
WV,1998,742669.00,1831890.00,54828.00,1886718.00,33941197.00
WV,1999,769420.00,2507324.00,121583.00,2628907.00,35535724.00
WV,2000,773239.00,2565107.00,149963.00,2715070.00,34692525.00
WV,2001,763063.00,2726603.00,156072.00,2882675.00,34873177.00
WV,2002,689099.00,2472489.00,127017.00,2599506.00,31476990.00
WV,2003,262835.00,729189.00,196988.00,926177.00,10642616.00
WV,2004,288098.00,656091.00,174657.00,830748.00,11058550.00
WV,2005,262835.00,729189.00,196988.00,926177.00,10642616.00
WV,2006,254222.00,741278.00,208006.00,949284.00,10123221.00
WV,2007,238355.00,567060.00,170989.00,738049.00,8575713.00
WV,2008,237343.00,590074.00,163375.00,753449.00,10254920.00
WV,2009,237343.00,590074.00,163375.00,753449.00,10254920.00
WV,2010,229115.00,579073.00,157310.00,736383.00,9792622.00
WV,2011,234192.00,607435.00,160564.00,767999.00,10272645.00
WV,2012,233349.00,611983.00,166374.00,778357.00,10365102.00
WV,2013,221806.00,562501.00,147673.00,710174.00,9926273.00
WV,2014,214286.00,547063.00,137675.00,684738.00,9402629.00
WV,2015,220811.00,565393.00,138662.00,704055.00,9435005.00
WV,2016,222686.00,574973.00,144132.00,719105.00,9757128.00
WV,2017,219990.00,563247.00,141825.00,705072.00,9488300.00
WV,2018,217123.00,537767.00,139943.00,677710.00,9222900.00
WV,2019,213656.00,519105.00,142397.00,661502.00,9024756.00
WV,2020,210101.00,503368.00,143140.00,646508.00,8831815.00
WV,2021,205447.00,484447.00,143966.00,628413.00,8682137.00
WY,1970,162659.00,136280.00,86295.00,222575.00,3614483.00
WY,1971,227411.00,155157.00,150964.00,306121.00,5724606.00
WY,1972,162662.00,143911.00,93617.00,237528.00,4103917.00
WY,1973,156543.00,152092.00,83326.00,235418.00,3669084.00
WY,1974,151432.00,148141.00,78184.00,226325.00,5607369.00
WY,1975,156971.00,145740.00,76566.00,222306.00,5540521.00
WY,1976,163090.00,161082.00,98237.00,259319.00,6707099.00
WY,1977,207588.00,188189.00,109407.00,297596.00,7312756.00
WY,1978,322607.00,233139.00,89468.00,322607.00,6773272.00
WY,1979,211849.00,233846.00,76543.00,310389.00,6240225.00
WY,1980,193481.00,223438.00,60184.00,283622.00,9972446.00
WY,1981,187909.00,231082.00,68477.00,299559.00,10919365.00
WY,1982,179323.00,245033.00,73541.00,318574.00,11658604.00
WY,1983,187497.00,245615.00,83757.00,329372.00,12714029.00
WY,1984,171336.00,241573.00,97491.00,339064.00,13300432.00
WY,1985,176760.00,216185.00,90314.00,306499.00,11413607.00
WY,1986,168137.00,207529.00,87028.00,294557.00,10994588.00
WY,1987,145921.00,197916.00,75970.00,273886.00,9784510.00
WY,1988,141318.00,202735.00,74748.00,277483.00,9600801.00
WY,1989,145948.00,210204.00,81484.00,291688.00,10304088.00
WY,1990,146456.00,213593.00,87418.00,301011.00,11300161.00
WY,1991,153093.00,236620.00,99464.00,336084.00,12663580.00
WY,1992,162067.00,236339.00,130207.00,366546.00,14651943.00
WY,1993,203784.00,228671.00,135093.00,363764.00,17198884.00
WY,1994,136029.00,175516.00,81586.00,257102.00,13194757.00
WY,1995,125088.00,167419.00,73364.00,240783.00,12665242.00
WY,1996,127007.00,160362.00,60197.00,220559.00,12123438.00
WY,1997,114633.00,158848.00,60571.00,219419.00,14544504.00
WY,1998,131491.00,175968.00,63531.00,239499.00,16673334.00
WY,1999,136736.00,174422.00,66821.00,241243.00,17755790.00
WY,2000,147416.00,179728.00,76132.00,255860.00,19206726.00
WY,2001,138948.00,167148.00,74397.00,241545.00,19012587.00
WY,2002,137608.00,165464.00,75434.00,240898.00,19501010.00
WY,2003,137677.00,152836.00,75558.00,228394.00,19073987.00
WY,2004,137608.00,165464.00,75434.00,240898.00,19501010.00
WY,2005,137677.00,152836.00,75558.00,228394.00,19073987.00
WY,2006,136839.00,163117.00,79026.00,242143.00,23473387.00
WY,2007,139064.00,163911.00,85578.00,249489.00,23411676.00
WY,2008,145952.00,171476.00,95007.00,266483.00,24479904.00
WY,2009,145952.00,171476.00,95007.00,266483.00,24479904.00
WY,2010,149581.00,177238.00,101394.00,278632.00,25267335.00
WY,2011,135336.00,166777.00,94196.00,260973.00,28395536.00
WY,2012,142251.00,171746.00,94141.00,265887.00,28304938.00
WY,2013,143155.00,171771.00,97653.00,269424.00,27563177.00
WY,2014,136636.00,169558.00,95399.00,264957.00,27102238.00
WY,2015,133568.00,173676.00,88315.00,261991.00,25838470.00
WY,2016,132141.00,169575.00,79903.00,249478.00,25165640.00
WY,2017,127198.00,170059.00,70803.00,240862.00,24628769.00
WY,2018,130304.00,176549.00,71365.00,247914.00,24872972.00
WY,2019,132075.00,179864.00,74048.00,253912.00,25558932.00
WY,2020,131318.00,178931.00,77395.00,256326.00,26079665.00
WY,2021,135228.00,186849.00,82865.00,269714.00,34914212.00
